Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-kudi,branch-kc99,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Context,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: colour_blindness,Store: particpant_age
11,1770562637119,08/02/2026 14:57:17,1770562637119,0,08/02/2026 14:57:17,249847,7,questionnaire-524p,,52495308,BLINDED,15081064,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Snapchat 13.78.1.0,393x852,393x739,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,19
12,1770562637119,08/02/2026 14:57:17,1770562637119,0,08/02/2026 14:57:17,249847,7,questionnaire-524p,,52495308,BLINDED,15081064,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Snapchat 13.78.1.0,393x852,393x739,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,19
13,1770562637120,08/02/2026 14:57:17,1770562637120,0,08/02/2026 14:57:17,249847,7,questionnaire-524p,,52495308,BLINDED,15081064,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Snapchat 13.78.1.0,393x852,393x739,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,19920,,,,,,
1,1770468160454,07/02/2026 12:42:40,1770468160454,0,07/02/2026 12:42:40,249847,7,questionnaire-524p,,52470711,BLINDED,15075129,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.0.53,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770468186602,07/02/2026 12:43:06,1770468186602,0,07/02/2026 12:43:06,249847,7,questionnaire-524p,,52470711,BLINDED,15075129,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.0.53,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,20,,,,Age,1,object-2,No,20
9,1770468186602,07/02/2026 12:43:06,1770468186602,0,07/02/2026 12:43:06,249847,7,questionnaire-524p,,52470711,BLINDED,15075129,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.0.53,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Male,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,20
10,1770468186602,07/02/2026 12:43:06,1770468186602,0,07/02/2026 12:43:06,249847,7,questionnaire-524p,,52470711,BLINDED,15075129,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.0.53,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,1,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,20
11,1770468186602,07/02/2026 12:43:06,1770468186602,0,07/02/2026 12:43:06,249847,7,questionnaire-524p,,52470711,BLINDED,15075129,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.0.53,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,20
12,1770468186602,07/02/2026 12:43:06,1770468186602,0,07/02/2026 12:43:06,249847,7,questionnaire-524p,,52470711,BLINDED,15075129,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.0.53,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,20
13,1770468186603,07/02/2026 12:43:06,1770468186603,0,07/02/2026 12:43:06,249847,7,questionnaire-524p,,52470711,BLINDED,15075129,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.0.53,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,26116,,,,,,
1,1771225618924,16/02/2026 07:06:58,1771225618924,1,16/02/2026 08:06:58,249847,7,questionnaire-524p,,52764411,BLINDED,15157556,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,360x780,360x678,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1771225627312,16/02/2026 07:07:07,1771225627312,1,16/02/2026 08:07:07,249847,7,questionnaire-524p,,52764411,BLINDED,15157556,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,360x780,360x678,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,49,,,,Age,1,object-2,No,49
9,1771225627312,16/02/2026 07:07:07,1771225627312,1,16/02/2026 08:07:07,249847,7,questionnaire-524p,,52764411,BLINDED,15157556,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,360x780,360x678,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,49
10,1771225627312,16/02/2026 07:07:07,1771225627312,1,16/02/2026 08:07:07,249847,7,questionnaire-524p,,52764411,BLINDED,15157556,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,360x780,360x678,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,49
11,1771225627312,16/02/2026 07:07:07,1771225627312,1,16/02/2026 08:07:07,249847,7,questionnaire-524p,,52764411,BLINDED,15157556,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,360x780,360x678,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,49
12,1771225627312,16/02/2026 07:07:07,1771225627312,1,16/02/2026 08:07:07,249847,7,questionnaire-524p,,52764411,BLINDED,15157556,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,360x780,360x678,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,49
13,1771225627313,16/02/2026 07:07:07,1771225627313,1,16/02/2026 08:07:07,249847,7,questionnaire-524p,,52764411,BLINDED,15157556,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,360x780,360x678,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,8345,,,,,,
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
